page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
36267,Tareva ,\/Tareva_,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,1,Jul-89,1989
19531,Teacher ,\/Teacher_,Secret Identity,Bad Characters,,,,,Living Characters,1,Mar-89,1989
605342,Thomas Bradley ,\/Thomas_Bradley_,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Nov-89,1989
18759,Todd Tremaine ,\/Todd_Tremaine_,No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Nov-89,1989
32433,Trittex ,\/Trittex_,Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Oct-89,1989
83889,Valentina Tupulov ,\/Valentina_Tupulov_,,,,,Female Characters,,Living Characters,1,Jun-89,1989
280800,Voodoo  ,\/Voodoo__,Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Nov-89,1989
18703,Vron-Ikka ,\/Vron-Ikka_,Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,1,Nov-89,1989
116814,William Goldman ,\/William_Goldman_,,,,,Male Characters,,Living Characters,1,Jul-89,1989
32609,Wrakk ,\/Wrakk_,Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Nov-89,1989
256481,Wylar ,\/Wylar_,,Bad Characters,,,Male Characters,,Living Characters,1,Nov-89,1989
18572,Yoof ,\/Yoof_,,,,,,,Living Characters,1,Nov-89,1989
709376,Yorlo ,\/Yorlo_,No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Apr-89,1989
32611,Zalph ,\/Zalph_,Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Sep-89,1989
288908,Zantor ,\/Zantor_,No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jul-89,1989
27137,Zhilla Char ,\/Zhilla_Char_,Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,1,Feb-89,1989
248825,Alan Burstyn ,\/Alan_Burstyn_,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Sep-90,1990
36268,Aleister Kane ,\/Aleister_Kane_,No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Aug-90,1990
36568,Alex  ,\/Alex__,Secret Identity,Neutral Characters,,,,,Living Characters,1,Dec-90,1990
29145,Amelia Greer ,\/Amelia_Greer_,Secret Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,1,May-90,1990
29170,Andrei Rostov ,\/Andrei_Rostov_,Secret Identity,,,Brown Hair,Male Characters,,Living Characters,1,May-90,1990
190804,Armand Jones ,\/Armand_Jones_,,Bad Characters,,Bald,Male Characters,,Living Characters,1,Oct-90,1990
612260,Armory  ,\/Armory__,Secret Identity,Bad Characters,,,,,Living Characters,1,Aug-90,1990
395405,Auggie Slater ,\/Auggie_Slater_,No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Apr-90,1990
48210,Avlekete ,\/Avlekete_,,Good Characters,,Black Hair,Female Characters,,Living Characters,1,May-90,1990
395412,Azure ,\/Azure_,,Bad Characters,,,Male Characters,,Deceased Characters,1,Jul-90,1990
256651,Bellos ,\/Bellos_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jul-90,1990
424057,Bert Packer ,\/Bert_Packer_,,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-90,1990
424572,Biawak ,\/Biawak_,,Bad Characters,,,Male Characters,,Living Characters,1,Jun-90,1990
586964,Bill  ,\/Bill__,No Dual Identity,,,,Male Characters,,Living Characters,1,Jul-90,1990
454920,Birdbeast ,\/Birdbeast_,No Dual Identity,Bad Characters,,No Hair,,,Living Characters,1,Mar-90,1990
455274,Borgus ,\/Borgus_,Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1,Apr-90,1990
128158,Boulder  ,\/Boulder__,Secret Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,1,Feb-90,1990
16995,Brigitte Lahti ,\/Brigitte_Lahti_,,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,1,May-90,1990
480610,Buddy ,\/Buddy_,Public Identity,,,Brown Hair,Male Characters,,Living Characters,1,Jul-90,1990
116250,Buzzsaw  ,\/Buzzsaw__,,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jul-90,1990
39499,Cameron Leonard ,\/Cameron_Leonard_,Secret Identity,Bad Characters,White Eyes,,Male Characters,,Deceased Characters,1,Sep-90,1990
664012,Chilovkyev Machina ,\/Chilovkyev_Machina_,Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,1,Apr-90,1990
491888,Chudar ,\/Chudar_,Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,1,Jul-90,1990
34054,Cooter ,\/Cooter_,Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-90,1990
256537,Dagal ,\/Dagal_,,Good Characters,,,Male Characters,,Living Characters,1,Mar-90,1990
455058,David Slowman ,\/David_Slowman_,Public Identity,,,Black Hair,,,Deceased Characters,1,Apr-90,1990
586960,Doctor Hatton ,\/Doctor_Hatton_,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-90,1990
709358,Dutch Rosenblatt ,\/Dutch_Rosenblatt_,No Dual Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,Dec-90,1990
16384,Dyke ,\/Dyke_,,Good Characters,,,Female Characters,,Living Characters,1,Feb-90,1990
456523,Eddie ,\/Eddie_,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Nov-90,1990
48204,Eschu ,\/Eschu_,,Good Characters,,,Male Characters,,Living Characters,1,May-90,1990
524763,Esmerelda Castiglione ,\/Esmerelda_Castiglione_,Public Identity,Neutral Characters,,White Hair,Female Characters,,Living Characters,1,Dec-90,1990
48212,Ezili ,\/Ezili_,,Good Characters,,,Female Characters,,Living Characters,1,May-90,1990
33835,Fire Hand ,\/Fire_Hand_,,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Apr-90,1990
579039,Firefly  ,\/Firefly__,Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Jul-90,1990
750627,Freak Quincy ,\/Freak_Quincy_,Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Apr-90,1990
455275,Garloff ,\/Garloff_,Public Identity,,,Black Hair,Male Characters,,Living Characters,1,Apr-90,1990
408876,Giacomo Montesi ,\/Giacomo_Montesi_,,,,,Male Characters,,Living Characters,1,Jan-90,1990
116248,Handsaw  ,\/Handsaw__,Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,1,Feb-90,1990
16203,Heavy Metal Jacket ,\/Heavy_Metal_Jacket_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jul-90,1990
424058,Hubie Packer ,\/Hubie_Packer_,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-90,1990
256942,James Lukus ,\/James_Lukus_,Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-90,1990
18263,Jasper Keaton ,\/Jasper_Keaton_,,,,,Male Characters,,Living Characters,1,Nov-90,1990
18825,Jerry Weiderman ,\/Jerry_Weiderman_,,Bad Characters,,,Male Characters,,Living Characters,1,Aug-90,1990
406563,Jesus Badalemente ,\/Jesus_Badalemente_,,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-90,1990
58641,Jesus Suarez ,\/Jesus_Suarez_,Secret Identity,,,,Male Characters,,Living Characters,1,May-90,1990
705851,Jethro Prufrock ,\/Jethro_Prufrock_,Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,1,Jun-90,1990
18836,Joyride ,\/Joyride_,,Bad Characters,,,Male Characters,,Living Characters,1,Aug-90,1990
16204,Killdozer ,\/Killdozer_,,Bad Characters,,,Male Characters,,Living Characters,1,Jul-90,1990
246430,Leon Stort ,\/Leon_Stort_,,Bad Characters,,,Male Characters,,Living Characters,1,Sep-90,1990
586962,Les  ,\/Les__,Public Identity,Neutral Characters,,Auburn Hair,Male Characters,,Living Characters,1,Jul-90,1990
290766,Lifeline ,\/Lifeline_,Secret Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,1,May-90,1990
29198,Louis Joubert ,\/Louis_Joubert_,Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1,May-90,1990
408878,Marcello Montesi ,\/Marcello_Montesi_,,,,,Male Characters,,Living Characters,1,Jan-90,1990
18683,Margaret Voelker,\/Margaret_Voelker,,,,,Female Characters,,Living Characters,1,Nov-90,1990
556082,Martu ,\/Martu_,,,,,Male Characters,,Living Characters,1,Apr-90,1990
280735,Mary Beck ,\/Mary_Beck_,No Dual Identity,,,Blond Hair,Female Characters,,Living Characters,1,Jan-90,1990
34082,Master Elo ,\/Master_Elo_,Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,1,Jul-90,1990
48214,Mawu ,\/Mawu_,Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,1,May-90,1990
555055,Michael  ,\/Michael__,Public Identity,,Brown Eyes,Red Hair,Male Characters,,Living Characters,1,Nov-90,1990
492008,Miclas ,\/Miclas_,Secret Identity,Bad Characters,,,,,Living Characters,1,Dec-90,1990
2158,Milena ,\/Milena_,No Dual Identity,Good Characters,,,Female Characters,,Living Characters,1,Apr-90,1990
705840,Mindstorm ,\/Mindstorm_,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Dec-90,1990
36567,Missy  ,\/Missy__,Secret Identity,Neutral Characters,,Bald,Female Characters,,Living Characters,1,Dec-90,1990
41591,Moloch  ,\/Moloch__,,Bad Characters,,,,,Living Characters,1,Aug-90,1990
611366,Mubaru ,\/Mubaru_,Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,May-90,1990
116239,Napalm  ,\/Napalm__,,Bad Characters,,,Male Characters,,Living Characters,1,Jan-90,1990
123810,Oort ,\/Oort_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Aug-90,1990
173319,Otmu ,\/Otmu_,Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,1,Oct-90,1990
16024,Paul Hazlett ,\/Paul_Hazlett_,Secret Identity,Bad Characters,,Auburn Hair,Male Characters,,Living Characters,1,May-90,1990
607088,Persuader robot,\/Persuader_robot,Secret Identity,,,No Hair,,,Living Characters,1,Mar-90,1990
116247,Pick Axe  ,\/Pick_Axe__,Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1,Feb-90,1990
98430,Randall Pierce ,\/Randall_Pierce_,,Good Characters,,Blond Hair,Male Characters,,Living Characters,1,Aug-90,1990
16899,Rapscallion ,\/Rapscallion_,,Good Characters,,,Male Characters,,Living Characters,1,Feb-90,1990
46768,Redblade ,\/Redblade_,,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-90,1990
524760,Rocco Castiglione ,\/Rocco_Castiglione_,Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1,Dec-90,1990
395579,Ruby  ,\/Ruby__,,Bad Characters,,,Female Characters,,Deceased Characters,1,Aug-90,1990
18675,Rudy Vanderberger ,\/Rudy_Vanderberger_,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Feb-90,1990
41601,Saja ,\/Saja_,,Neutral Characters,Red Eyes,,Male Characters,,Living Characters,1,Apr-90,1990
279951,Samson  ,\/Samson__,Secret Identity,,,Pink Hair,Male Characters,,Deceased Characters,1,Jun-90,1990
18491,Sayf ad-Din Abu Bakr al-Malik al-Adil ,\/Sayf_ad-Din_Abu_Bakr_al-Malik_al-Adil_,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-90,1990
747839,Scope  ,\/Scope__,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,May-90,1990
748384,Sean Grahl ,\/Sean_Grahl_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Dec-90,1990
186673,Se\u00f1or Muerte  ,\/Se%C3%B1or_Muerte__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jan-90,1990
532405,Shara ,\/Shara_,Public Identity,Good Characters,,,Female Characters,,Deceased Characters,1,Dec-90,1990
446820,Sinifer ,\/Sinifer_,,Neutral Characters,,No Hair,,,Deceased Characters,1,Oct-90,1990
12837,Slagmire ,\/Slagmire_,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Feb-90,1990
98427,Soar ,\/Soar_,,Good Characters,,,Male Characters,,Living Characters,1,Aug-90,1990
490196,Soong ,\/Soong_,Public Identity,,,Black Hair,Male Characters,,Living Characters,1,Sep-90,1990
17000,Sprint  ,\/Sprint__,,Bad Characters,,,Male Characters,,Living Characters,1,Jan-90,1990
280839,Stalker  ,\/Stalker__,,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1,Apr-90,1990
120403,Steel-Fist ,\/Steel-Fist_,,Bad Characters,,,Male Characters,,Living Characters,1,Jul-90,1990
64742,Stevie ,\/Stevie_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Nov-90,1990
586961,Sylvia  ,\/Sylvia__,Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,1,Aug-90,1990
33822,Talks-To-Spirits ,\/Talks-To-Spirits_,Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,1,Apr-90,1990
18735,Tamone ,\/Tamone_,,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jan-90,1990
455273,Targi ,\/Targi_,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Apr-90,1990
16713,Teleplex ,\/Teleplex_,,Good Characters,,,Male Characters,,Living Characters,1,Feb-90,1990
532962,Theodore LeSeig ,\/Theodore_LeSeig_,Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Dec-90,1990
13367,Tom Nakadai ,\/Tom_Nakadai_,Secret Identity,,,,Male Characters,,Living Characters,1,May-90,1990
18769,Tone-Def ,\/Tone-Def_,,Bad Characters,,,Male Characters,,Living Characters,1,Jul-90,1990
15376,Torg  ,\/Torg__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jul-90,1990
116246,Triphammer  ,\/Triphammer__,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Feb-90,1990
173322,Ualu ,\/Ualu_,Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,1,Oct-90,1990
16708,Uzi  ,\/Uzi__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jan-90,1990
492374,Varney  ,\/Varney__,Public Identity,,Variable Eyes,Brown Hair,Male Characters,,Living Characters,1,Mar-90,1990
2399,Vega-Superior ,\/Vega-Superior_,Secret Identity,Bad Characters,Red Eyes,No Hair,,,Deceased Characters,1,Nov-90,1990
116241,Vice  ,\/Vice__,,Bad Characters,,,Male Characters,,Living Characters,1,Jan-90,1990
116243,Vice  ,\/Vice__,Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1,Feb-90,1990
34043,Vincent Gardner ,\/Vincent_Gardner_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Sep-90,1990
16660,Wee One ,\/Wee_One_,,Good Characters,,White Hair,Male Characters,,Deceased Characters,1,Feb-90,1990
691082,Wildmoon ,\/Wildmoon_,Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,1,Mar-90,1990
33837,Willow-Dancer ,\/Willow-Dancer_,,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,Apr-90,1990
16685,Windmill  ,\/Windmill__,,Bad Characters,,,Male Characters,,Living Characters,1,Jan-90,1990
16077,Yoshida Asano ,\/Yoshida_Asano_,,Bad Characters,,,Male Characters,,Deceased Characters,1,Jun-90,1990
16646,Zenith ,\/Zenith_,Secret Identity,,,Bald,Male Characters,,Living Characters,1,Jun-90,1990
543479,11-Ball ,\/11-Ball_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jul-91,1991
543477,9-Ball ,\/9-Ball_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jul-91,1991
516687,Aa-Gorn ,\/Aa-Gorn_,No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,1,Aug-91,1991
18386,Acba ,\/Acba_,Secret Identity,Neutral Characters,White Eyes,No Hair,Male Characters,,Living Characters,1,Aug-91,1991
18451,Ahh ,\/Ahh_,,,,White Hair,Female Characters,,Living Characters,1,Apr-91,1991
753076,Alex Lipton ,\/Alex_Lipton_,Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1,Jan-91,1991
735247,Alphan ,\/Alphan_,Secret Identity,Neutral Characters,,,,,Living Characters,1,Jul-91,1991
400054,Avandalia ,\/Avandalia_,,Bad Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,1,Feb-91,1991
714378,Balaban ,\/Balaban_,No Dual Identity,,,Red Hair,Male Characters,,Living Characters,1,Nov-91,1991
16283,Bertram ,\/Bertram_,No Dual Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,1,Jan-91,1991
728041,Blowtorch ,\/Blowtorch_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jan-91,1991
183809,Bouncer  ,\/Bouncer__,,Bad Characters,,,Male Characters,,Living Characters,1,Jul-91,1991
725375,Bruuk ,\/Bruuk_,,Neutral Characters,Yellow Eyes,No Hair,,,Living Characters,1,Jul-91,1991
13218,Bulwark  ,\/Bulwark__,Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1,Oct-91,1991
46754,Calumet ,\/Calumet_,,Neutral Characters,,,Male Characters,,Living Characters,1,Jan-91,1991
410797,Cary Albertson ,\/Cary_Albertson_,,,,Brown Hair,Male Characters,,Living Characters,1,Jan-91,1991
558077,Cassandra Romulus ,\/Cassandra_Romulus_,Public Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,Apr-91,1991
16358,Chimera  ,\/Chimera__,Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,1,Aug-91,1991
117212,Christina Aguilar ,\/Christina_Aguilar_,Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1,Jun-91,1991
257024,Clarissa  ,\/Clarissa__,,Good Characters,,,Female Characters,,Living Characters,1,Jul-91,1991
209135,Cobweb  ,\/Cobweb__,,Bad Characters,,,Male Characters,,Deceased Characters,1,Jun-91,1991
101363,Cypress  ,\/Cypress__,Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,1,Apr-91,1991
289632,Delta Nine ,\/Delta_Nine_,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Nov-91,1991
72931,Dovina ,\/Dovina_,,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,May-91,1991
183740,Edda  ,\/Edda__,,Neutral Characters,,No Hair,Male Characters,,Living Characters,1,Aug-91,1991
16011,Editor ,\/Editor_,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Nov-91,1991
18671,Edward Vanelli ,\/Edward_Vanelli_,,Bad Characters,,,Male Characters,,Living Characters,1,Jan-91,1991
183737,Egma ,\/Egma_,,Neutral Characters,,Bald,Male Characters,,Living Characters,1,Aug-91,1991
79655,Elematrix ,\/Elematrix_,,Bad Characters,,,,,Living Characters,1,Nov-91,1991
558081,Erik Saltz ,\/Erik_Saltz_,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Sep-91,1991
251726,Ernest Mills ,\/Ernest_Mills_,,Bad Characters,,Bald,Male Characters,,Living Characters,1,Dec-91,1991
117217,Euphy Aguilar ,\/Euphy_Aguilar_,Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1,Jun-91,1991
32705,Fangu ,\/Fangu_,,Good Characters,,No Hair,Male Characters,,Living Characters,1,Dec-91,1991
79573,Franklin Hume ,\/Franklin_Hume_,Public Identity,,,,Male Characters,,Living Characters,1,Apr-91,1991
289276,Gene Hoffman ,\/Gene_Hoffman_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,May-91,1991
390119,General Brinkhaus ,\/General_Brinkhaus_,,Bad Characters,,,Male Characters,,Living Characters,1,Jun-91,1991
604513,Gilmore Hodge ,\/Gilmore_Hodge_,Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,1,Sep-91,1991
156681,Gregor Smirnoff ,\/Gregor_Smirnoff_,,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Oct-91,1991
251473,Grylak ,\/Grylak_,,Bad Characters,Red Eyes,Purple Hair,Male Characters,,Living Characters,1,Dec-91,1991
243529,Haag  ,\/Haag__,,Bad Characters,,,Female Characters,,Living Characters,1,Nov-91,1991
79492,Harry Delgado ,\/Harry_Delgado_,,,,,Male Characters,,Living Characters,1,Oct-91,1991
470427,Hypertron 1.0  ,\/Hypertron_1.0__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Dec-91,1991
723439,Iceworm ,\/Iceworm_,,Bad Characters,,No Hair,,,Living Characters,1,Apr-91,1991
526895,Inorganic Technotroid ,\/Inorganic_Technotroid_,,,,,,,Living Characters,1,Feb-91,1991
21510,Instant Replay ,\/Instant_Replay_,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-91,1991
423163,Itzhak Berditchev ,\/Itzhak_Berditchev_,Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Oct-91,1991
557922,Izanami  ,\/Izanami__,Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Jun-91,1991
79574,Jacqueline Freeman ,\/Jacqueline_Freeman_,Public Identity,,,,Female Characters,,Living Characters,1,Apr-91,1991
566942,Jake Miller ,\/Jake_Miller_,,Neutral Characters,Grey Eyes,Brown Hair,Male Characters,,Deceased Characters,1,Jul-91,1991
14462,James Fletcher ,\/James_Fletcher_,Public Identity,Good Characters,,,Male Characters,,Deceased Characters,1,Sep-91,1991
296376,James Howlett  ,\/James_Howlett__,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Jun-91,1991
36565,Joey  ,\/Joey__,,Neutral Characters,,,Male Characters,,Living Characters,1,Oct-91,1991
252203,Joey Farrell ,\/Joey_Farrell_,,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-91,1991
606017,John Rozum ,\/John_Rozum_,,,,,Male Characters,,Living Characters,1,Jul-91,1991
243554,Jonothon Cayre ,\/Jonothon_Cayre_,,Bad Characters,,,Male Characters,,Living Characters,1,Dec-91,1991
296375,Jubilation Lee  ,\/Jubilation_Lee__,,Bad Characters,,,,,Deceased Characters,1,Jun-91,1991
558079,Kalee Batrei ,\/Kalee_Batrei_,Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,May-91,1991
748321,Katinka ,\/Katinka_,No Dual Identity,,,White Hair,Female Characters,,Living Characters,1,Nov-91,1991
725376,Koln ,\/Koln_,,Neutral Characters,Yellow Eyes,No Hair,,,Living Characters,1,Jul-91,1991
289631,Kyral ,\/Kyral_,No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1,Nov-91,1991
122224,Malachi Oz ,\/Malachi_Oz_,Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,May-91,1991
79571,Martin Freeman ,\/Martin_Freeman_,Public Identity,,,,Male Characters,,Deceased Characters,1,Apr-91,1991
406668,Marvin Bailey ,\/Marvin_Bailey_,,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jun-91,1991
40068,Mechadoom ,\/Mechadoom_,Secret Identity,Bad Characters,,,,,Deceased Characters,1,Aug-91,1991
534773,Michael Shauneghan ,\/Michael_Shauneghan_,Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,1,Feb-91,1991
122270,Moth ,\/Moth_,Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Aug-91,1991
16997,Myron Schmertz ,\/Myron_Schmertz_,Secret Identity,Bad Characters,,Auburn Hair,Male Characters,,Living Characters,1,Mar-91,1991
47465,Nanabozho ,\/Nanabozho_,,,,,Male Characters,,Living Characters,1,Jan-91,1991
65414,Nelson Gruber ,\/Nelson_Gruber_,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Sep-91,1991
558082,Nicos Pelletier ,\/Nicos_Pelletier_,,Bad Characters,,Bald,Male Characters,,Living Characters,1,May-91,1991
243556,Norm  ,\/Norm__,,Bad Characters,,,Male Characters,,Deceased Characters,1,Dec-91,1991
556914,Olar ,\/Olar_,,,,,Male Characters,,Deceased Characters,1,Sep-91,1991
390112,Otto Weiss ,\/Otto_Weiss_,,Bad Characters,,,Male Characters,,Living Characters,1,Jun-91,1991
32512,Patty Kurlychek ,\/Patty_Kurlychek_,,Good Characters,,Red Hair,Female Characters,,Living Characters,1,Mar-91,1991
72933,Pinta ,\/Pinta_,Secret Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,1,May-91,1991
16877,Pixie  ,\/Pixie__,Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,1,Jan-91,1991
745834,Purty Larry  ,\/Purty_Larry__,Secret Identity,Bad Characters,,Blond Hair,,,Living Characters,1,Aug-91,1991
347262,Ree ,\/Ree_,,Good Characters,,No Hair,Male Characters,,Living Characters,1,Sep-91,1991
25384,Sardan ,\/Sardan_,No Dual Identity,Good Characters,,No Hair,Male Characters,,Living Characters,1,Sep-91,1991
289341,Shalak ,\/Shalak_,,Good Characters,,,Male Characters,,Living Characters,1,Jun-91,1991
607118,Shiv  ,\/Shiv__,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jun-91,1991
745832,Slambeaux  ,\/Slambeaux__,Secret Identity,Bad Characters,,Black Hair,,,Living Characters,1,Aug-91,1991
557927,Spear  ,\/Spear__,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Sep-91,1991
252168,Stinger  ,\/Stinger__,,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Oct-91,1991
94350,Surge  ,\/Surge__,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,May-91,1991
632787,Suzanne Gaffney ,\/Suzanne_Gaffney_,Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,1,Jan-91,1991
43102,Tenelle ,\/Tenelle_,Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,1,Sep-91,1991
688833,The Composite Being ,\/The_Composite_Being_,,,White Eyes,Black Hair,Male Characters,,Living Characters,1,Apr-91,1991
47474,Thobadzistshin ,\/Thobadzistshin_,,,,Black Hair,Male Characters,,Living Characters,1,Jan-91,1991
745833,Twit  ,\/Twit__,Secret Identity,Bad Characters,,Brown Hair,,,Living Characters,1,Aug-91,1991
558080,Tyrannus Cordin ,\/Tyrannus_Cordin_,Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1,May-91,1991
18687,Visara ,\/Visara_,,Bad Characters,,,Male Characters,,Deceased Characters,1,Nov-91,1991
606026,Warwolf  ,\/Warwolf__,Secret Identity,Bad Characters,,,,,Deceased Characters,1,Jul-91,1991
25383,Wayopex ,\/Wayopex_,Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,1,Sep-91,1991
611704,Windstorm ,\/Windstorm_,Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,1,Jul-91,1991
725377,Xak ,\/Xak_,No Dual Identity,Neutral Characters,Yellow Eyes,No Hair,,,Living Characters,1,Jul-91,1991
