page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
19551,William Lincoln ,\/William_Lincoln_,No Dual Identity,Good Characters,,,Male Characters,,Living Characters,7,Dec-68,1968
316118,Boss Barker ,\/Boss_Barker_,Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,7,Oct-69,1969
72039,Gustav Hauptmann ,\/Gustav_Hauptmann_,,,,,,,Deceased Characters,7,Apr-69,1969
18627,Louis Wilson ,\/Louis_Wilson_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Jan-69,1969
18753,Thermal Man ,\/Thermal_Man_,Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,7,Sep-69,1969
18408,Niki Adams ,\/Niki_Adams_,,Good Characters,,Blond Hair,Female Characters,,Living Characters,7,Jun-70,1970
36277,Owayodata ,\/Owayodata_,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7,Sep-70,1970
15957,Rudolfo Haasen ,\/Rudolfo_Haasen_,Public Identity,,,Brown Hair,Male Characters,,Living Characters,7,Aug-70,1970
69828,Emil Nikos ,\/Emil_Nikos_,No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,7,Nov-71,1971
707473,Joey  ,\/Joey__,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7,Mar-71,1971
124042,Nancy Stacy ,\/Nancy_Stacy_,Public Identity,,,,Female Characters,,Living Characters,7,Feb-71,1971
57922,Abraham van Helsing ,\/Abraham_van_Helsing_,No Dual Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,7,Apr-72,1972
4171,Ego Prime ,\/Ego_Prime_,,,,,,,Living Characters,7,May-72,1972
57930,Gregory Russoff ,\/Gregory_Russoff_,Public Identity,,,Grey Hair,Male Characters,,Deceased Characters,7,Feb-72,1972
15293,Sligguth ,\/Sligguth_,Secret Identity,Bad Characters,Yellow Eyes,No Hair,,,Living Characters,7,Nov-72,1972
439064,Bambu ,\/Bambu_,,Good Characters,,White Hair,Male Characters,,Deceased Characters,7,Oct-73,1973
15343,Clifton Shallot ,\/Clifton_Shallot_,Known to Authorities Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,7,Dec-73,1973
244368,Dam-Ayido Wede ,\/Dam-Ayido_Wede_,Public Identity,Bad Characters,Black Eyes,No Hair,,,Living Characters,7,Sep-73,1973
576003,David Cox ,\/David_Cox_,Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,7,Jul-73,1973
481186,Elizabeth Lavenza ,\/Elizabeth_Lavenza_,Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Deceased Characters,7,Jan-73,1973
15972,Eobar Garrington ,\/Eobar_Garrington_,,,,,Male Characters,,Deceased Characters,7,Dec-73,1973
2679,Kamuu  ,\/Kamuu__,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,7,Aug-73,1973
19545,Kerwin Broderick ,\/Kerwin_Broderick_,Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,7,Mar-73,1973
15235,Omega  ,\/Omega__,Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,7,Feb-73,1973
601918,Turghol ,\/Turghol_,Public Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,7,Jun-73,1973
1054,Allatou ,\/Allatou_,,Bad Characters,Red Eyes,Green Hair,Female Characters,,Living Characters,7,Oct-74,1974
440117,Hargood Wilbur Todd Wickham ,\/Hargood_Wilbur_Todd_Wickham_,,Bad Characters,,Red Hair,Male Characters,,Living Characters,7,Feb-74,1974
16001,Henry Croft ,\/Henry_Croft_,Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,7,Jan-74,1974
57233,Jacques LaPoint ,\/Jacques_LaPoint_,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,7,Feb-74,1974
1081,John Anvil ,\/John_Anvil_,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,7,Dec-74,1974
707801,Jyota Nital ,\/Jyota_Nital_,No Dual Identity,Good Characters,,,Female Characters,,Living Characters,7,Sep-74,1974
126923,Katherine Fraser ,\/Katherine_Fraser_,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,7,Sep-74,1974
1785,Leroy Jackson ,\/Leroy_Jackson_,,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,7,Dec-74,1974
15829,Quentin Harderman ,\/Quentin_Harderman_,Public Identity,Bad Characters,,,Male Characters,,Living Characters,7,Jan-74,1974
440118,Ruth Hart ,\/Ruth_Hart_,Public Identity,,,,Female Characters,,Living Characters,7,Feb-74,1974
126927,Shiela Whittier ,\/Shiela_Whittier_,No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,7,Jun-74,1974
15304,Varanus ,\/Varanus_,,Bad Characters,,No Hair,Male Characters,,Living Characters,7,May-74,1974
1033,Adri Nital ,\/Adri_Nital_,No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,7,Jan-75,1975
18373,Bessie ,\/Bessie_,Secret Identity,Bad Characters,Red Eyes,Brown Hair,Female Characters,,Deceased Characters,7,Aug-75,1975
97279,Carlton Velcro ,\/Carlton_Velcro_,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,Jun-75,1975
240597,General Chasen ,\/General_Chasen_,No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,7,May-75,1975
106951,Jade ,\/Jade_,,Good Characters,,,Female Characters,,Living Characters,7,Dec-75,1975
707348,Judith  ,\/Judith__,No Dual Identity,Good Characters,,,Female Characters,,Living Characters,7,Apr-75,1975
440097,Quentin Chase ,\/Quentin_Chase_,Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,7,Dec-75,1975
15299,Sphinxor ,\/Sphinxor_,Public Identity,,Black Eyes,No Hair,Male Characters,,Living Characters,7,Feb-75,1975
440179,Sssesthugar ,\/Sssesthugar_,,Bad Characters,,,Male Characters,,Deceased Characters,7,Dec-75,1975
119321,Thelius  ,\/Thelius__,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,7,Nov-75,1975
440180,Alan Cavenaugh ,\/Alan_Cavenaugh_,,,,Red Hair,Male Characters,,Living Characters,7,Jun-76,1976
1325,Arch Morton ,\/Arch_Morton_,,,Blue Eyes,Bald,Male Characters,,Living Characters,7,Nov-76,1976
71893,Brillalae ,\/Brillalae_,Secret Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,7,Jan-76,1976
345136,Cheer Chadwick ,\/Cheer_Chadwick_,No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,7,Mar-76,1976
579219,Chris Claremont ,\/Chris_Claremont_,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,7,Apr-76,1976
4082,Dark Rider ,\/Dark_Rider_,Secret Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Living Characters,7,Feb-76,1976
340334,Emerson Bale ,\/Emerson_Bale_,No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,7,Apr-76,1976
593399,Maria Ayala ,\/Maria_Ayala_,No Dual Identity,Good Characters,,,Female Characters,,Deceased Characters,7,Mar-76,1976
72100,Marshall Muldoon ,\/Marshall_Muldoon_,No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,7,Sep-76,1976
402944,Phae-Dor ,\/Phae-Dor_,Public Identity,,,Blue Hair,Male Characters,,Living Characters,7,Feb-76,1976
29828,Steven Rogers  ,\/Steven_Rogers__,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,7,Feb-76,1976
499524,Talia Kruma ,\/Talia_Kruma_,No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,7,Feb-76,1976
127364,Threkker ,\/Threkker_,No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,7,Jan-76,1976
176607,Toy ,\/Toy_,No Dual Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,7,Aug-76,1976
591208,Tuan ,\/Tuan_,,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,7,Feb-76,1976
534441,Andrew Jackson Hawk ,\/Andrew_Jackson_Hawk_,No Dual Identity,,,Black Hair,Male Characters,,Living Characters,7,Feb-77,1977
1273,Cancer  ,\/Cancer__,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,7,Jul-77,1977
690159,Moses ,\/Moses_,Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,7,Mar-77,1977
13120,Nathan Cooper ,\/Nathan_Cooper_,Secret Identity,,,No Hair,Male Characters,,Living Characters,7,Feb-77,1977
247478,Otto Vermis ,\/Otto_Vermis_,,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,7,Feb-77,1977
1293,Roger Dicken ,\/Roger_Dicken_,Secret Identity,Good Characters,,,Male Characters,,Living Characters,7,Mar-77,1977
534714,Silas Mourner ,\/Silas_Mourner_,,,,,Male Characters,,Deceased Characters,7,Jan-77,1977
15328,Tutinax ,\/Tutinax_,Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,7,Aug-77,1977
346362,Veda  ,\/Veda__,Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,7,Sep-77,1977
27895,Virgo  ,\/Virgo__,Secret Identity,Bad Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,7,Aug-77,1977
1482,Barbara Robb ,\/Barbara_Robb_,Secret Identity,,Green Eyes,Red Hair,Female Characters,,Living Characters,7,Dec-78,1978
50610,Chao Sima ,\/Chao_Sima_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Feb-78,1978
242299,Freki ,\/Freki_,,Good Characters,Red Eyes,Grey Hair,Male Characters,,Living Characters,7,Sep-78,1978
72035,Gert Hauptmann ,\/Gert_Hauptmann_,,,,,Male Characters,,Deceased Characters,7,Jul-78,1978
2653,Denton Phelps ,\/Denton_Phelps_,Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,7,Nov-79,1979
440317,Doctor Tambura ,\/Doctor_Tambura_,Secret Identity,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,7,Feb-79,1979
488570,Fangor ,\/Fangor_,,,,Brown Hair,Male Characters,,Living Characters,7,Jun-79,1979
430269,Hector ,\/Hector_,,,,,Male Characters,,Living Characters,7,Nov-79,1979
2662,Iguana ,\/Iguana_,,Bad Characters,,No Hair,Male Characters,,Living Characters,7,Jul-79,1979
21562,Joseph MacTaggert ,\/Joseph_MacTaggert_,Public Identity,,,Grey Hair,Male Characters,,Deceased Characters,7,Nov-79,1979
593205,Ray Coffin ,\/Ray_Coffin_,Public Identity,Good Characters,,,Male Characters,,Living Characters,7,Mar-79,1979
13314,Roy McVey ,\/Roy_McVey_,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,7,Mar-79,1979
484125,Samuel Daly ,\/Samuel_Daly_,,Good Characters,,,Male Characters,,Living Characters,7,May-79,1979
483913,Sarah Mumford ,\/Sarah_Mumford_,,Good Characters,,,Female Characters,,Living Characters,7,Mar-79,1979
7353,Sebastian Patane ,\/Sebastian_Patane_,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,7,Mar-79,1979
30103,Andreas de Ruyter ,\/Andreas_de_Ruyter_,,,,White Hair,Male Characters,,Living Characters,7,Dec-80,1980
495326,Esmera ,\/Esmera_,,,,,Female Characters,,Deceased Characters,7,Jan-80,1980
1664,Frey ,\/Frey_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,7,Apr-80,1980
24630,Izanagi-No-Mikoto ,\/Izanagi-No-Mikoto_,Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,Oct-80,1980
1673,Randolph James ,\/Randolph_James_,Public Identity,,Pink Eyes,Bald,Male Characters,,Living Characters,7,Feb-80,1980
108416,Ricky Landers ,\/Ricky_Landers_,,Good Characters,,,Male Characters,,Living Characters,7,Dec-80,1980
20912,Sara Grey ,\/Sara_Grey_,No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,7,Aug-80,1980
15729,Uranos ,\/Uranos_,,,,Black Hair,Male Characters,,Living Characters,7,Dec-80,1980
2667,Voletta Todd ,\/Voletta_Todd_,Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,7,Jun-80,1980
1136,Walther Theodoric ,\/Walther_Theodoric_,,Bad Characters,,Red Hair,Male Characters,,Living Characters,7,Aug-80,1980
490648,Buth ,\/Buth_,Secret Identity,Good Characters,Blue Eyes,Green Hair,Male Characters,,Living Characters,7,Jun-81,1981
440538,Doc  ,\/Doc__,,Bad Characters,,Red Hair,Male Characters,,Living Characters,7,Jul-81,1981
130557,Forsythe Wellington ,\/Forsythe_Wellington_,Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,7,Aug-81,1981
32593,Hyppokri ,\/Hyppokri_,Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,7,Jul-81,1981
243072,Lionel Jeffries  ,\/Lionel_Jeffries__,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,Feb-81,1981
31338,Phaeder ,\/Phaeder_,Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,7,Feb-81,1981
440113,Phil Panasci ,\/Phil_Panasci_,Public Identity,,,Black Hair,Male Characters,,Living Characters,7,Aug-81,1981
32594,Puishannt ,\/Puishannt_,Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,7,Jun-81,1981
32595,Unnthinnk ,\/Unnthinnk_,Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,7,Aug-81,1981
2676,Darin ,\/Darin_,Public Identity,Good Characters,,,Male Characters,,Living Characters,7,Jan-82,1982
1418,Gabriel Sepulveda ,\/Gabriel_Sepulveda_,Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,Jun-82,1982
27550,Holly LaDonna ,\/Holly_LaDonna_,Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,7,Nov-82,1982
17927,Jerry Fortunov ,\/Jerry_Fortunov_,,Good Characters,,Black Hair,Male Characters,,Deceased Characters,7,Aug-82,1982
93605,Lylla ,\/Lylla_,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,7,May-82,1982
706001,Ramona Starr ,\/Ramona_Starr_,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,7,Sep-82,1982
16071,Ranark ,\/Ranark_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Jan-82,1982
101178,Sturky ,\/Sturky_,,Good Characters,,No Hair,,,Living Characters,7,Mar-82,1982
2423,Talisman  ,\/Talisman__,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,Jun-82,1982
18556,Zedrao ,\/Zedrao_,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,7,Apr-82,1982
35691,Black Lotus ,\/Black_Lotus_,Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,7,Nov-83,1983
79587,Claire McNeil ,\/Claire_McNeil_,,Good Characters,,Red Hair,Female Characters,,Living Characters,7,Dec-83,1983
16560,Doctor Dredd ,\/Doctor_Dredd_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,7,Jan-83,1983
277675,Roman Nekoboh ,\/Roman_Nekoboh_,Public Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,7,Nov-83,1983
24420,Sentinels Mk V ,\/Sentinels_Mk_V_,No Dual Identity,Bad Characters,Yellow Eyes,No Hair,,,Living Characters,7,Apr-83,1983
16088,Sharon Selleck ,\/Sharon_Selleck_,,,,Blond Hair,Female Characters,,Living Characters,7,Feb-83,1983
23940,Unam ,\/Unam_,Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,7,Oct-83,1983
35710,Wrangler  ,\/Wrangler__,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,7,Nov-83,1983
15615,Black Abbott ,\/Black_Abbott_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,7,Oct-84,1984
3926,Blank  ,\/Blank__,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7,Oct-84,1984
18674,George Vandergill ,\/George_Vandergill_,Public Identity,,Brown Eyes,Grey Hair,Male Characters,,Living Characters,7,Feb-84,1984
170646,Grimm the Sorcerer ,\/Grimm_the_Sorcerer_,,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,7,Oct-84,1984
638241,Horatio Piper ,\/Horatio_Piper_,,Neutral Characters,,Bald,Male Characters,,Living Characters,7,Jan-84,1984
5559,Hubert Carpenter ,\/Hubert_Carpenter_,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,7,May-84,1984
102697,Joelle Guthrie ,\/Joelle_Guthrie_,Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,7,Nov-84,1984
30313,Kolomaq ,\/Kolomaq_,Public Identity,,,,,,Living Characters,7,Jan-84,1984
17191,Ranaq ,\/Ranaq_,Public Identity,,,,,,Living Characters,7,Sep-84,1984
33831,Turoq ,\/Turoq_,,Good Characters,,,Male Characters,,Living Characters,7,Feb-84,1984
183166,Atlas  ,\/Atlas__,No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,7,Jun-85,1985
436035,Cerberus  ,\/Cerberus__,,Good Characters,,,Male Characters,,Living Characters,7,Jul-85,1985
243490,Dave Chatterton ,\/Dave_Chatterton_,,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,7,Dec-85,1985
481580,Delmurio ,\/Delmurio_,Public Identity,,One Eye,Orange Hair,Male Characters,,Deceased Characters,7,Aug-85,1985
642219,Emil Gregg ,\/Emil_Gregg_,,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,7,Oct-85,1985
307645,Harry Morrel ,\/Harry_Morrel_,Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,7,Jan-85,1985
639350,Jack Wayne  ,\/Jack_Wayne__,No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,May-85,1985
19363,Jackson Tolliver ,\/Jackson_Tolliver_,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,Oct-85,1985
116346,Jakal ,\/Jakal_,Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,7,Oct-85,1985
17549,Manslaughter Marsdale ,\/Manslaughter_Marsdale_,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,7,Dec-85,1985
338722,Misty Collins ,\/Misty_Collins_,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,7,Dec-85,1985
410307,Puff ,\/Puff_,,Neutral Characters,,,Female Characters,,Living Characters,7,Apr-85,1985
17249,Skunge ,\/Skunge_,,Bad Characters,,Red Hair,Male Characters,,Living Characters,7,May-85,1985
18483,Alex Alaric ,\/Alex_Alaric_,,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7,Feb-86,1986
15076,Alexi Garnoff ,\/Alexi_Garnoff_,Secret Identity,,,Brown Hair,Male Characters,,Living Characters,7,Oct-86,1986
32151,Charles Last ,\/Charles_Last_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,May-86,1986
481596,Imhotep  ,\/Imhotep__,Public Identity,Bad Characters,White Eyes,Bald,Male Characters,,Living Characters,7,Feb-86,1986
102695,Lewis Guthrie ,\/Lewis_Guthrie_,Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,7,Aug-86,1986
1588,Lomen ,\/Lomen_,Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,7,Sep-86,1986
7705,Scaleface ,\/Scaleface_,Secret Identity,Neutral Characters,Brown Eyes,Blue Hair,Female Characters,,Deceased Characters,7,Dec-86,1986
18570,Yrdisis ,\/Yrdisis_,Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,7,Feb-86,1986
425348,Don  ,\/Don__,,Good Characters,Blue Eyes,No Hair,Male Characters,,Deceased Characters,7,May-87,1987
402928,Kylor ,\/Kylor_,Public Identity,,Red Eyes,No Hair,Male Characters,,Living Characters,7,Oct-87,1987
482939,Sedrick ,\/Sedrick_,Public Identity,,Yellow Eyes,Orange Hair,Male Characters,,Living Characters,7,May-87,1987
18784,Trump ,\/Trump_,Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,7,Nov-87,1987
1151,William Nowlan ,\/William_Nowlan_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Nov-87,1987
18234,Alphonso Mackenzie ,\/Alphonso_Mackenzie_,,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,7,Aug-88,1988
88710,Anne-Marie Baker ,\/Anne-Marie_Baker_,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,7,Dec-88,1988
21068,Eochaid Ollathir ,\/Eochaid_Ollathir_,Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,7,Dec-88,1988
5328,Roland Rayburn ,\/Roland_Rayburn_,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,7,Feb-88,1988
7312,Spyder ,\/Spyder_,Secret Identity,Bad Characters,Red Eyes,Blue Hair,Male Characters,,Living Characters,7,Aug-88,1988
451322,Gayle Vaughn ,\/Gayle_Vaughn_,Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,7,Nov-89,1989
93237,Kevin Brackett ,\/Kevin_Brackett_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,7,Nov-89,1989
16608,Lev ,\/Lev_,,,,Blond Hair,Female Characters,,Living Characters,7,Aug-89,1989
22342,Paul Harker ,\/Paul_Harker_,Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Deceased Characters,7,Aug-89,1989
490582,Rich van Burian ,\/Rich_van_Burian_,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,7,Mar-89,1989
36273,Sequoia ,\/Sequoia_,Secret Identity,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,7,Apr-89,1989
13519,Arko ,\/Arko_,No Dual Identity,Good Characters,,,Male Characters,,Living Characters,7,Sep-90,1990
101563,Bercilak de Hautdesert ,\/Bercilak_de_Hautdesert_,Secret Identity,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,7,Dec-90,1990
408630,Harlan Ryker ,\/Harlan_Ryker_,,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7,Nov-90,1990
32641,Harmon Furmintz ,\/Harmon_Furmintz_,Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,7,Aug-90,1990
629670,Jupiter  ,\/Jupiter__,Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,7,Sep-90,1990
2465,Kristina Anderson ,\/Kristina_Anderson_,Secret Identity,Bad Characters,Pink Eyes,Pink Hair,Female Characters,,Living Characters,7,Feb-90,1990
729146,L.D. 50 ,\/L.D._50_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Nov-90,1990
4519,Maker ,\/Maker_,Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,7,Jul-90,1990
79572,Samuel Higgins ,\/Samuel_Higgins_,Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,7,Aug-90,1990
32517,Yuji Watanabe ,\/Yuji_Watanabe_,No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,7,Dec-90,1990
6021,Andrea Haggard ,\/Andrea_Haggard_,Secret Identity,Bad Characters,,,Female Characters,,Living Characters,7,Sep-91,1991
22333,Fool ,\/Fool_,Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Deceased Characters,7,Jul-91,1991
32703,Guillaume Courage ,\/Guillaume_Courage_,Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,7,Sep-91,1991
76420,Hector Fuentes ,\/Hector_Fuentes_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Dec-91,1991
9042,Kkallakku ,\/Kkallakku_,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,7,Jul-91,1991
17015,Monkey Joe ,\/Monkey_Joe_,Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,7,Dec-91,1991
44265,Rambo  ,\/Rambo__,No Dual Identity,Good Characters,,,Male Characters,,Living Characters,7,Jun-91,1991
13102,Ray Morgan ,\/Ray_Morgan_,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,7,Dec-91,1991
39764,Splice  ,\/Splice__,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,7,Dec-91,1991
21584,Thane Ector ,\/Thane_Ector_,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,7,Jul-91,1991
18700,Vyrra ,\/Vyrra_,Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,7,Oct-91,1991
76418,Willis Hayworth ,\/Willis_Hayworth_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Dec-91,1991
523511,Anastasia Sablinova ,\/Anastasia_Sablinova_,No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,7,Jun-92,1992
64624,Angela Cairn ,\/Angela_Cairn_,Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,7,Jul-92,1992
287050,Anthony Stark  ,\/Anthony_Stark__,Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,7,Jun-92,1992
2370,Clement Wilson ,\/Clement_Wilson_,Public Identity,Neutral Characters,Blue Eyes,Pink Hair,Male Characters,,Living Characters,7,Feb-92,1992
282847,Guide ,\/Guide_,Secret Identity,Good Characters,,,Male Characters,,Living Characters,7,Aug-92,1992
15656,James Burley ,\/James_Burley_,Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,7,Sep-92,1992
246364,"James Lucas, Jr. ","\/James_Lucas,_Jr._",Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,7,Jun-92,1992
524602,Jonathan Lee ,\/Jonathan_Lee_,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Jul-92,1992
16291,Julien Boudreaux ,\/Julien_Boudreaux_,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,7,Jun-92,1992
18833,Jutta ,\/Jutta_,,Bad Characters,,,Female Characters,,Living Characters,7,Apr-92,1992
106249,Leon McKenzie ,\/Leon_McKenzie_,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Jun-92,1992
16870,Prodigal ,\/Prodigal_,Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,7,Aug-92,1992
2350,Rachel Argosy ,\/Rachel_Argosy_,Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Female Characters,,Living Characters,7,Jun-92,1992
26433,S.H.I.V.A. ,\/S.H.I.V.A._,,,Red Eyes,No Hair,,,Living Characters,7,Jan-92,1992
250705,Salvatore Carbone ,\/Salvatore_Carbone_,,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Mar-92,1992
